episode:1, reward: -50, mean reward: -4.71, score: -47.06290235175012, epsilon: 0.9902088059587222, total steps: 519
episode:823, reward: -50, mean reward: -12.3, score: -49.19689411114571, epsilon: 0.8854595933222708, total steps: 6425
episode:824, reward: -50, mean reward: -16.79, score: -50.38159625821031, epsilon: 0.8854094672504687, total steps: 6428
episode:825, reward: -50, mean reward: -16.73, score: -50.189403567912194, epsilon: 0.8853593441861406, total steps: 6431
episode:826, reward: -50, mean reward: -9.8, score: -49.00860838996455, epsilon: 0.8852758124283795, total steps: 6436
episode:827, reward: -50, mean reward: -16.79, score: -50.37654038747917, epsilon: 0.8852256973831001, total steps: 6439
episode:828, reward: -50, mean reward: -16.8, score: -50.39732105838439, epsilon: 0.8851755853446334, total steps: 6442
episode:829, reward: -50, mean reward: -2.33, score: -53.61928729020238, epsilon: 0.8847914929234044, total steps: 6465
episode:830, reward: -50, mean reward: -9.7, score: -48.505824412867156, epsilon: 0.8847080179479304, total steps: 6470
episode:831, reward: -50, mean reward: -9.72, score: -48.60431288320241, epsilon: 0.8846245513195367, total steps: 6475
episode:832, reward: -50, mean reward: -8.32, score: -49.92843106027695, epsilon: 0.8845244023824348, total steps: 6481
episode:833, reward: -50, mean reward: -16.75, score: -50.244517354670975, epsilon: 0.8844743324204056, total steps: 6484
episode:834, reward: -50, mean reward: -16.81, score: -50.42249370798659, epsilon: 0.8844242654624842, total steps: 6487
episode:835, reward: -50, mean reward: -4.1, score: -49.16871695971122, epsilon: 0.8842240276682697, total steps: 6499
episode:836, reward: -50, mean reward: -5.08, score: -50.75724342079514, epsilon: 0.8840571995461043, total steps: 6509
episode:837, reward: -50, mean reward: -16.73, score: -50.19218243390441, epsilon: 0.8840071576154045, total steps: 6512
episode:838, reward: -50, mean reward: -6.15, score: -49.182801322528285, epsilon: 0.8838737271449083, total steps: 6520
episode:839, reward: -50, mean reward: -9.72, score: -48.623523642586775, epsilon: 0.8837903439414234, total steps: 6525
episode:840, reward: -50, mean reward: -12.74, score: -50.97091168863521, epsilon: 0.8837236433819662, total steps: 6529
episode:841, reward: -50, mean reward: -9.77, score: -48.861256548767486, epsilon: 0.8836402751861071, total steps: 6534
episode:842, reward: -50, mean reward: -5.47, score: -49.20015086174316, epsilon: 0.8834902334407359, total steps: 6543
episode:843, reward: -50, mean reward: -5.4, score: -48.605311325748374, epsilon: 0.8833402187004482, total steps: 6552
episode:844, reward: -50, mean reward: -16.75, score: -50.24974215033026, epsilon: 0.8832902197873086, total steps: 6555
episode:845, reward: -50, mean reward: -8.05, score: -48.281127303810734, epsilon: 0.8831902309603837, total steps: 6561
episode:846, reward: -50, mean reward: -16.76, score: -50.26724397647105, epsilon: 0.8831402410462385, total steps: 6564
episode:847, reward: -50, mean reward: -16.75, score: -50.24008885313252, epsilon: 0.8830902541313982, total steps: 6567
episode:848, reward: -50, mean reward: -8.19, score: -49.14504520640884, epsilon: 0.8829902892989123, total steps: 6573
episode:849, reward: -50, mean reward: -9.9, score: -49.4929487723104, epsilon: 0.882906994434795, total steps: 6578
episode:850, reward: -50, mean reward: -16.73, score: -50.19486328173642, epsilon: 0.8828570215143315, total steps: 6581
episode:851, reward: -50, mean reward: -2.63, score: -47.272457333638705, epsilon: 0.8825572469492456, total steps: 6599
episode:852, reward: -50, mean reward: -4.86, score: -48.56736983887642, epsilon: 0.8823907521498908, total steps: 6609
episode:853, reward: -50, mean reward: -9.98, score: -49.90456583165543, epsilon: 0.8823075172364908, total steps: 6614
episode:854, reward: -50, mean reward: -16.75, score: -50.26214368196126, epsilon: 0.8822575802835801, total steps: 6617
episode:855, reward: -50, mean reward: -16.74, score: -50.211149862212935, epsilon: 0.8822076463267968, total steps: 6620
episode:856, reward: -50, mean reward: -16.8, score: -50.38686070963638, epsilon: 0.8821577153659611, total steps: 6623
episode:857, reward: -50, mean reward: -9.97, score: -49.83275796721534, epsilon: 0.8820745037550743, total steps: 6628
episode:858, reward: -50, mean reward: -9.97, score: -49.84385167041371, epsilon: 0.8819913004649327, total steps: 6633
episode:859, reward: -50, mean reward: -16.73, score: -50.199574683230296, epsilon: 0.8819413824844591, total steps: 6636
episode:860, reward: -50, mean reward: -6.4, score: -51.23189455598127, epsilon: 0.8818082825115434, total steps: 6644
episode:861, reward: -50, mean reward: -8.3, score: -49.81678331883204, epsilon: 0.8817084715064222, total steps: 6650
episode:862, reward: -50, mean reward: -5.19, score: -46.74615426159835, epsilon: 0.8815587774544198, total steps: 6659
episode:863, reward: -50, mean reward: -3.25, score: -48.68934545148414, epsilon: 0.8813093472375867, total steps: 6674
episode:864, reward: -50, mean reward: -5.44, score: -48.97817418168106, epsilon: 0.8811597250214874, total steps: 6683
episode:865, reward: -50, mean reward: -4.79, score: -47.94551820771653, epsilon: 0.8809935096985695, total steps: 6693
episode:866, reward: -50, mean reward: -2.63, score: -44.70484315950325, epsilon: 0.8807110199312537, total steps: 6710
episode:867, reward: -50, mean reward: -9.72, score: -48.59322049566963, epsilon: 0.8806279529826773, total steps: 6715
episode:868, reward: -50, mean reward: -10.0, score: -49.982895158594744, epsilon: 0.8805448943403803, total steps: 6720
episode:869, reward: -50, mean reward: -8.34, score: -50.06656433974041, epsilon: 0.8804452349327435, total steps: 6726
episode:870, reward: -50, mean reward: -16.73, score: -50.195846347772274, epsilon: 0.880395409713419, total steps: 6729
episode:871, reward: -50, mean reward: -6.03, score: -48.20169945425202, epsilon: 0.8802625570763594, total steps: 6737
episode:872, reward: -50, mean reward: -2.32, score: -51.02564195562088, epsilon: 0.8798973219088749, total steps: 6759
episode:873, reward: -50, mean reward: -16.79, score: -50.36579159914572, epsilon: 0.8798475295633458, total steps: 6762
episode:874, reward: -50, mean reward: -10.13, score: -50.63289335638099, epsilon: 0.8797645489594887, total steps: 6767
episode:875, reward: -50, mean reward: -16.72, score: -50.15974801212498, epsilon: 0.8797147645800976, total steps: 6770
episode:876, reward: -50, mean reward: -8.27, score: -49.60718905165663, epsilon: 0.8796152047820552, total steps: 6776
episode:877, reward: -50, mean reward: -6.13, score: -49.06297538410694, epsilon: 0.8794824769677985, total steps: 6784
episode:878, reward: -50, mean reward: -9.99, score: -49.95076751432289, epsilon: 0.8793995328673758, total steps: 6789
episode:879, reward: -50, mean reward: -6.36, score: -50.89405627583736, epsilon: 0.8792668395578649, total steps: 6797
episode:880, reward: -50, mean reward: -12.29, score: -49.14266971752764, epsilon: 0.8792005008642834, total steps: 6801
episode:881, reward: -50, mean reward: -9.95, score: -49.77143497801708, epsilon: 0.8791175849600613, total steps: 6806
episode:882, reward: -50, mean reward: -2.99, score: -50.84147903575206, epsilon: 0.8788357328987404, total steps: 6823
episode:883, reward: -50, mean reward: -16.73, score: -50.19470297236772, epsilon: 0.878786004246641, total steps: 6826
episode:884, reward: -50, mean reward: -16.75, score: -50.253256805161115, epsilon: 0.8787362785781712, total steps: 6829
episode:885, reward: -50, mean reward: -10.09, score: -50.44021576780037, epsilon: 0.8786534090938566, total steps: 6834
episode:886, reward: -50, mean reward: -10.02, score: -50.1230526650337, epsilon: 0.8785705478960761, total steps: 6839
episode:887, reward: -50, mean reward: -4.27, score: -51.22360772911642, epsilon: 0.8783717148255039, total steps: 6851
episode:888, reward: -50, mean reward: -5.42, score: -48.82088375899024, epsilon: 0.878222621335652, total steps: 6860
episode:889, reward: -50, mean reward: -10.12, score: -50.59353715063641, epsilon: 0.8781398032144936, total steps: 6865
episode:890, reward: -50, mean reward: -8.25, score: -49.506077000690965, epsilon: 0.8780404324004759, total steps: 6871
episode:891, reward: -50, mean reward: -8.0, score: -47.992283321228854, epsilon: 0.8779410735102404, total steps: 6877
episode:892, reward: -50, mean reward: -16.82, score: -50.4608839706745, epsilon: 0.877891398536094, total steps: 6880
episode:893, reward: -50, mean reward: -9.72, score: -48.60050383145379, epsilon: 0.8778086135355594, total steps: 6885
episode:894, reward: -50, mean reward: -16.69, score: -50.075384236506935, epsilon: 0.877758946508773, total steps: 6888
episode:895, reward: -50, mean reward: -6.13, score: -49.028528909345226, epsilon: 0.877626515672081, total steps: 6896
episode:896, reward: -50, mean reward: -8.53, score: -51.18781230054448, epsilon: 0.8775272064488728, total steps: 6902
episode:897, reward: -50, mean reward: -16.75, score: -50.25696303598532, epsilon: 0.8774775563060052, total steps: 6905
episode:898, reward: -50, mean reward: -5.36, score: -48.1952374321473, epsilon: 0.8773286237502023, total steps: 6914
episode:899, reward: -50, mean reward: -8.07, score: -48.40936932416156, epsilon: 0.8772293502718801, total steps: 6920
episode:900, reward: -50, mean reward: -5.32, score: -47.863400869511544, epsilon: 0.8770804623891426, total steps: 6929
episode:901, reward: -50, mean reward: -16.75, score: -50.24726522890512, epsilon: 0.8770308390501143, total steps: 6932
episode:902, reward: -50, mean reward: -16.74, score: -50.20769976678325, epsilon: 0.876981218688397, total steps: 6935
episode:903, reward: -50, mean reward: -6.24, score: -49.889574320498426, epsilon: 0.8768489122782019, total steps: 6943
episode:904, reward: -50, mean reward: -10.13, score: -50.64769267997886, epsilon: 0.8767662315210809, total steps: 6948
episode:905, reward: -50, mean reward: -16.75, score: -50.263141935445944, epsilon: 0.8767166270353389, total steps: 6951
episode:906, reward: -50, mean reward: -7.95, score: -47.70376314119838, epsilon: 0.8766174269922163, total steps: 6957
episode:907, reward: -50, mean reward: -6.08, score: -48.621322074717575, epsilon: 0.8764851787840365, total steps: 6965
episode:908, reward: -50, mean reward: -3.75, score: -52.49580831588427, epsilon: 0.8762537953291722, total steps: 6979
episode:909, reward: -50, mean reward: -16.73, score: -50.194873774941655, epsilon: 0.8762042215886796, total steps: 6982
episode:910, reward: -50, mean reward: -12.3, score: -49.21138980976197, epsilon: 0.8761381278947356, total steps: 6986
episode:911, reward: -50, mean reward: -3.27, score: -49.08117018762638, epsilon: 0.8758903236288655, total steps: 7001
episode:912, reward: -50, mean reward: -4.2, score: -46.191423091619356, epsilon: 0.8757086477427475, total steps: 7012
episode:913, reward: -50, mean reward: -8.06, score: -48.343356945804715, epsilon: 0.8756095686498827, total steps: 7018
episode:914, reward: -50, mean reward: -5.46, score: -49.169019818077956, epsilon: 0.8754609723015984, total steps: 7027
episode:915, reward: -50, mean reward: -2.25, score: -44.98087797858358, epsilon: 0.8751308539407514, total steps: 7047
episode:916, reward: -50, mean reward: -16.73, score: -50.196074291572074, epsilon: 0.8750813475747209, total steps: 7050
episode:917, reward: -50, mean reward: -12.32, score: -49.261376953853826, epsilon: 0.8750153437071048, total steps: 7054
episode:918, reward: -50, mean reward: -16.81, score: -50.4175307117075, epsilon: 0.8749658442714803, total steps: 7057
episode:919, reward: -50, mean reward: -6.53, score: -52.2266314629821, epsilon: 0.8748338602953964, total steps: 7065
episode:920, reward: -50, mean reward: -16.73, score: -50.188262236353054, epsilon: 0.87478437174845, total steps: 7068
episode:921, reward: -50, mean reward: -2.24, score: -42.47326657778019, epsilon: 0.8744710132290751, total steps: 7087
episode:922, reward: -50, mean reward: -10.05, score: -50.25419240006295, epsilon: 0.8743885702499697, total steps: 7092
episode:923, reward: -50, mean reward: -6.18, score: -49.461252652937326, epsilon: 0.8742566786303407, total steps: 7100
episode:924, reward: -50, mean reward: -4.13, score: -49.57540265490191, epsilon: 0.8740588807641627, total steps: 7112
episode:925, reward: -50, mean reward: -16.73, score: -50.18529973184164, epsilon: 0.8740094387145934, total steps: 7115
episode:926, reward: -50, mean reward: -4.23, score: -50.819157934453976, epsilon: 0.8738117001788752, total steps: 7127
episode:927, reward: -50, mean reward: -3.29, score: -49.36398401125668, epsilon: 0.8735645937366412, total steps: 7142
episode:928, reward: -50, mean reward: -6.22, score: -49.776718010471114, epsilon: 0.8734328339427079, total steps: 7150
episode:929, reward: -50, mean reward: -5.89, score: -47.13222174344025, epsilon: 0.8733010952286552, total steps: 7158
episode:930, reward: -50, mean reward: -2.65, score: -45.019371971563935, epsilon: 0.8730212204376882, total steps: 7175
episode:931, reward: -50, mean reward: -10.26, score: -51.29080107703349, epsilon: 0.8729389224306132, total steps: 7180
episode:932, reward: -50, mean reward: -4.53, score: -45.28636701453883, epsilon: 0.8727743511038084, total steps: 7190
episode:933, reward: -50, mean reward: -2.68, score: -48.31168670212508, epsilon: 0.8724782056467917, total steps: 7208
episode:934, reward: -50, mean reward: -6.03, score: -48.27228265129779, epsilon: 0.8723466196610477, total steps: 7216
episode:935, reward: -50, mean reward: -16.73, score: -50.202859190900455, epsilon: 0.8722972803440624, total steps: 7219
episode:936, reward: -50, mean reward: -10.05, score: -50.27378136252956, epsilon: 0.8722150547273774, total steps: 7224
episode:937, reward: -50, mean reward: -8.13, score: -48.75955668559364, epsilon: 0.8721163948405216, total steps: 7230
episode:938, reward: -50, mean reward: -7.97, score: -47.84576760420039, epsilon: 0.8720177467921421, total steps: 7236
episode:939, reward: -50, mean reward: -5.52, score: -49.65965208900454, epsilon: 0.871869796913608, total steps: 7245
episode:940, reward: -50, mean reward: -7.96, score: -47.73157401193123, epsilon: 0.8717711784552042, total steps: 7251
episode:941, reward: -50, mean reward: -9.67, score: -48.35685891544141, epsilon: 0.8716890054460776, total steps: 7256
episode:942, reward: -50, mean reward: -4.03, score: -48.375477433640704, epsilon: 0.8714918237475209, total steps: 7268
